case_id,amount_due,days_overdue,monthly_income,monthly_expense,payment_history_score,missed_payments,previous_recovery_rate,contact_success_rate,last_payment_days_ago,account_age_days,reminders_received,digital_engagement,hardship_flag,recovered,recovery_days
281,3264.34,3,36662.34,29594.36,27.68,5,0.814,0.828,125,1763,2,0.514,0,1,28.0
282,5062.95,134,37770.76,25154.73,97.4,0,0.931,0.618,60,2150,5,0.379,0,0,
283,10602.16,156,41571.48,35561.1,51.53,2,0.439,0.895,110,1414,3,0.237,0,0,
284,1107.37,77,24548.02,17464.94,54.98,1,0.681,0.86,72,862,7,0.832,0,1,27.0
285,16422.81,84,43047.84,20639.86,28.77,0,0.137,0.805,137,981,1,0.651,0,0,
286,625.36,160,43222.37,25209.77,52.0,1,0.454,0.925,19,2125,2,0.923,0,0,
287,2640.1,127,36132.76,32025.5,83.99,4,0.897,0.726,127,1649,5,0.087,1,0,
288,4772.63,60,35126.34,19081.62,56.71,3,0.539,0.526,59,1657,7,0.009,0,0,
289,3732.35,159,32497.02,12374.67,29.05,2,0.759,0.528,168,648,7,0.998,0,0,
290,1811.37,61,30029.66,27040.8,90.54,1,0.093,0.46,169,153,5,0.26,0,0,
291,2523.75,9,52223.73,34589.3,88.02,0,0.045,0.87,96,1057,0,0.445,0,0,
292,2009.42,67,41989.43,34174.88,47.51,3,0.78,0.802,22,1303,3,0.54,0,1,4.0
293,1860.33,95,57849.83,36163.03,62.36,3,0.245,0.808,133,1380,3,0.565,0,0,
294,5882.17,68,27980.44,20405.97,78.61,1,0.567,0.632,74,114,2,0.193,0,0,
295,3966.39,17,63824.95,44803.1,88.41,3,0.503,0.831,136,1606,5,0.204,0,0,
296,1712.44,59,56710.78,23151.64,97.29,3,0.694,0.948,128,1030,7,0.789,0,1,2.0
297,6122.22,159,32162.06,14228.67,79.2,1,0.518,0.906,161,179,0,0.94,1,1,3.0
298,3811.73,96,26026.3,22131.0,26.76,2,0.779,0.91,105,392,6,0.092,1,0,
299,5711.8,40,48891.51,20792.07,45.02,1,0.457,0.505,149,1298,2,0.547,1,0,
300,4933.0,131,16432.19,8687.48,61.86,1,0.357,0.94,5,2479,0,0.947,0,0,
301,1535.8,178,29509.94,20996.46,37.53,1,0.498,0.512,17,283,4,0.311,0,0,
302,1904.27,129,41678.63,37518.85,60.67,1,0.459,0.279,53,1201,0,0.957,0,0,
303,5419.91,8,33694.51,19660.9,83.27,2,0.05,0.102,176,1328,2,0.077,0,0,
304,4857.58,62,21256.09,14068.54,63.26,2,0.074,0.849,45,618,2,0.72,0,0,
305,2931.53,169,37994.46,35336.95,99.12,1,0.598,0.409,159,650,5,0.695,0,0,
306,3274.31,17,22039.65,17658.24,92.97,1,0.063,0.34,121,2382,3,0.213,0,0,
307,8284.42,43,41372.68,22578.14,72.47,0,0.7,0.734,87,1950,5,0.03,1,0,
308,1857.05,2,29860.3,23808.18,80.42,4,0.067,0.193,78,466,6,0.147,0,1,9.0
309,4617.82,175,33886.54,18850.35,46.32,2,0.559,0.525,9,520,0,0.511,0,0,
310,2535.75,60,24075.89,18075.86,52.48,0,0.287,0.183,107,787,0,0.354,0,0,
311,2504.53,177,53470.66,24519.21,20.33,3,0.665,0.348,141,1708,5,0.676,0,1,27.0
312,7179.76,93,33757.92,13718.76,88.11,0,0.27,0.571,112,874,7,0.682,1,0,
313,5769.46,15,25109.4,14711.93,98.01,1,0.213,0.707,167,1940,6,0.785,1,0,
314,5714.76,125,34188.08,16036.21,45.49,0,0.722,0.203,177,1086,3,0.748,0,0,
315,8470.82,94,86457.63,73084.17,27.01,1,0.567,0.403,88,1140,5,0.932,1,0,
316,3031.47,178,42933.28,30795.15,62.31,2,0.673,0.05,87,1071,6,0.858,0,0,
317,5143.88,174,62189.07,24345.0,54.44,2,0.79,0.008,108,1509,7,0.28,1,0,
318,2325.72,2,16222.69,9398.46,31.7,1,0.812,0.172,123,1688,7,0.664,1,0,
319,3863.52,124,32902.94,20020.91,72.95,1,0.023,0.782,46,2241,7,0.614,0,0,
320,2686.21,157,22027.33,18656.66,78.91,1,0.359,0.601,134,1918,2,0.089,0,1,7.0
321,3221.48,122,28010.2,24744.96,39.94,1,0.485,0.209,19,307,4,0.616,0,1,5.0
322,4798.82,157,24753.57,14770.14,83.13,2,0.042,0.915,114,357,1,0.769,0,0,
323,1549.09,80,69195.82,57564.59,53.13,5,0.389,0.324,65,533,1,0.801,0,0,
324,15897.38,115,51972.23,42051.16,45.11,0,0.189,0.13,121,1701,7,0.791,0,0,
325,1333.0,95,24892.09,9847.18,27.45,0,0.512,0.411,26,458,1,0.763,0,0,
326,1128.51,97,28786.62,12138.94,35.61,2,0.836,0.688,123,2276,6,0.77,0,0,
327,7528.78,122,43539.77,22610.41,92.03,2,0.794,0.151,39,1202,0,0.901,1,0,
328,5615.75,66,56687.35,43540.75,58.38,0,0.951,0.511,29,2158,4,0.5,0,1,21.0
329,4911.31,44,61114.02,25089.34,99.08,3,0.821,0.335,30,1824,5,0.141,0,1,2.0
330,4927.94,4,49889.19,36307.61,70.44,0,0.23,0.48,172,1761,3,0.31,1,0,
331,2951.89,39,89954.87,31499.14,27.61,3,0.2,0.31,66,1878,4,0.166,0,0,
332,1454.18,49,44953.59,33741.62,72.67,1,0.544,0.117,69,149,3,0.941,0,0,
333,3167.33,5,29072.57,26862.98,30.26,1,0.084,0.353,77,2166,6,0.322,0,0,
334,1734.15,45,24163.63,21126.07,87.08,1,0.467,0.707,149,2150,2,0.449,0,1,19.0
335,6503.5,60,21167.74,17243.19,84.54,2,0.426,0.78,58,1441,4,0.95,0,1,13.0
336,2650.1,8,19833.39,10326.09,41.26,2,0.622,0.392,113,984,0,0.686,0,0,
337,1540.1,50,50885.04,19346.21,79.56,2,0.532,0.605,16,1480,3,0.035,0,0,
338,2305.13,36,80451.76,70913.17,78.3,0,0.879,0.653,94,91,4,0.203,0,1,5.0
339,4147.85,70,38268.05,16214.77,44.44,3,0.365,0.237,32,443,2,0.14,0,0,
340,1898.88,169,90583.87,33938.63,69.03,2,0.718,0.511,133,1189,4,0.121,0,0,
341,1544.14,10,36818.71,25594.69,20.83,0,0.476,0.139,65,105,2,0.638,0,0,
342,3622.61,36,49190.12,32976.81,49.92,4,0.312,0.544,93,1790,2,0.582,0,0,
343,3626.32,68,16462.66,7544.5,32.38,0,0.723,0.376,10,2292,5,0.564,0,1,12.0
344,1987.13,103,54508.73,36115.34,29.07,2,0.526,0.047,131,150,5,0.935,0,0,
345,2045.03,142,26408.37,13272.15,74.18,4,0.009,0.107,62,1145,0,0.914,0,0,
346,3589.04,76,55011.66,44583.8,24.88,2,0.78,0.85,162,1207,5,0.53,0,0,
347,935.92,111,68978.86,58780.55,28.52,2,0.39,0.75,19,454,7,0.501,0,0,
348,966.84,17,42294.1,22995.18,64.4,0,0.206,0.464,146,1805,3,0.181,0,1,26.0
349,1677.81,21,45099.32,41598.13,91.12,3,0.192,0.411,123,1463,4,0.55,0,0,
350,2513.02,97,38532.28,22549.39,70.69,2,0.568,0.871,147,1742,6,0.995,0,1,11.0
351,3822.75,54,50001.21,45399.85,41.66,2,0.464,0.874,12,1440,1,0.163,0,0,
352,9703.92,141,92646.93,64162.37,86.77,2,0.21,0.008,61,1057,5,0.819,0,0,
353,5920.21,128,36524.81,16306.81,58.92,3,0.705,0.853,30,877,3,0.972,0,0,
354,2622.93,176,39435.34,23955.54,28.72,0,0.603,0.452,169,829,0,0.472,0,0,
355,2935.95,45,14924.55,8263.47,95.32,2,0.664,0.876,164,521,1,0.582,0,1,26.0
356,1336.72,137,44847.89,37108.97,49.01,0,0.122,0.841,64,1831,3,0.355,0,0,
357,2937.13,55,24573.91,20361.06,83.3,0,0.971,0.558,178,710,5,0.42,0,0,
358,2366.28,50,32895.23,28039.57,80.34,1,0.52,0.214,139,1191,1,0.718,0,1,8.0
359,3859.04,20,46105.65,18601.71,70.73,3,0.509,0.256,5,1206,4,0.583,0,0,
360,1537.96,108,16187.32,6145.55,47.41,3,0.439,0.713,158,223,3,0.076,1,0,
361,4516.43,168,45835.2,41133.9,82.26,1,0.671,0.291,22,593,6,0.914,0,0,
362,10159.77,1,41174.33,19896.36,91.94,3,0.912,0.858,34,666,5,0.006,1,1,7.0
363,2732.55,86,51616.72,29677.67,96.83,2,0.532,0.405,104,1426,3,0.504,0,0,
364,4110.79,35,26390.28,17208.94,46.82,3,0.516,0.125,174,1146,4,0.941,1,0,
365,5177.69,124,63340.78,58268.0,65.15,2,0.608,0.317,113,665,2,0.132,0,1,1.0
366,2162.51,126,42296.04,31829.0,83.24,5,0.091,0.646,125,2282,7,0.466,0,0,
367,3566.26,53,25458.56,13787.69,99.32,2,0.096,0.514,174,1203,0,0.744,0,1,19.0
368,3011.14,5,18311.38,13474.69,57.26,7,0.347,0.257,81,1441,3,0.211,0,0,
369,3223.24,107,27702.35,25785.05,36.95,0,0.876,0.675,144,748,4,0.017,0,1,12.0
370,1606.14,89,56126.8,20377.46,91.46,1,0.529,0.185,40,1589,3,0.87,0,0,
371,3039.99,90,45376.78,21430.36,84.61,3,0.377,0.83,168,1274,0,0.687,0,1,19.0
372,4439.95,147,12421.21,8982.84,92.41,3,0.784,0.041,39,1788,0,0.522,1,0,
373,9517.76,57,30745.38,11156.65,24.09,1,0.206,0.756,52,2272,3,0.276,0,0,
374,6421.56,8,38664.74,33650.97,36.72,2,0.447,0.042,159,1038,6,0.981,1,0,
375,16689.68,146,94346.47,55765.72,44.66,1,0.795,0.744,83,2487,2,0.539,0,0,
376,1613.44,105,69140.88,56730.32,68.48,3,0.442,0.418,174,284,1,0.946,0,1,29.0
377,5990.06,139,33213.72,26244.5,88.24,2,0.286,0.83,40,268,6,0.718,0,0,
378,3451.88,158,39758.54,28668.33,83.89,4,0.387,0.432,106,617,1,0.645,1,0,
379,17185.86,127,18373.63,13031.96,46.1,2,0.724,0.789,111,929,1,0.33,0,1,26.0
380,1561.44,5,9765.77,9240.0,81.84,0,0.385,0.686,26,1793,7,0.672,0,1,30.0
381,1522.67,77,29778.32,11469.46,69.92,1,0.325,0.209,12,246,4,0.771,0,1,10.0
382,1845.46,56,59968.0,36028.9,46.69,2,0.051,0.678,54,2287,4,0.846,0,1,14.0
383,545.05,36,39755.88,33708.57,27.77,2,0.183,0.524,111,453,0,0.739,0,0,
384,1957.45,113,24971.36,15250.81,71.06,0,0.524,0.155,97,1165,7,0.701,1,0,
385,1624.08,155,57309.55,45665.76,71.16,3,0.447,0.407,134,1225,0,0.076,0,0,
386,3362.08,32,89026.22,71917.51,31.02,6,0.766,0.596,13,1219,0,0.81,0,1,18.0
387,3918.27,142,17248.74,7356.73,96.59,3,0.498,0.363,178,2417,0,0.206,0,0,
388,13372.25,169,35373.44,31949.0,24.51,3,0.223,0.38,54,2133,4,0.101,0,0,
389,6376.27,118,27822.71,17909.36,76.38,3,0.218,0.838,57,1661,5,0.092,0,0,
390,1878.97,66,37130.02,29621.99,97.34,1,0.793,0.588,179,633,3,0.357,0,1,21.0
391,1452.83,4,28909.78,26633.23,75.44,4,0.357,0.154,117,1284,7,0.452,0,1,1.0
392,4418.41,11,146666.38,102587.14,78.53,2,0.75,0.647,148,1418,4,0.004,1,0,
393,1036.72,106,34210.58,25164.42,23.64,5,0.689,0.216,7,345,0,0.962,1,0,
394,12902.38,48,42197.09,22995.72,83.18,2,0.739,0.54,114,2148,2,0.605,0,0,
395,7658.35,165,39491.17,29474.12,28.22,4,0.259,0.24,153,2468,7,0.927,0,0,
396,2048.08,141,19407.89,7933.84,29.21,3,0.619,0.474,76,1418,5,0.643,0,0,
397,757.1,42,40205.58,20197.76,51.19,5,0.244,0.582,7,584,7,0.932,0,0,
398,8805.2,155,17395.88,14683.78,58.79,2,0.777,0.862,32,405,1,0.743,0,1,1.0
399,2719.95,66,89465.64,57372.67,47.5,6,0.719,0.654,140,678,6,0.83,0,0,
400,8024.49,47,57046.99,23071.73,41.42,1,0.331,0.805,122,1373,5,0.326,0,0,
401,832.52,76,27217.07,22517.99,40.74,2,0.49,0.507,126,707,4,0.909,0,0,
402,1845.49,12,33407.85,27201.37,79.78,1,0.575,0.149,24,1014,2,0.647,0,0,
403,2993.49,26,60664.25,25894.16,94.88,1,0.263,0.186,120,188,3,0.442,0,0,
404,3095.13,155,41622.8,28828.84,68.94,1,0.976,0.28,177,866,2,0.221,0,0,
405,2079.63,109,15902.42,12092.4,94.52,2,0.399,0.27,67,1032,7,0.816,0,0,
406,4906.32,163,39503.21,19722.14,25.3,5,0.83,0.454,3,1729,1,0.125,0,0,
407,1268.9,13,62487.13,55824.2,82.3,4,0.349,0.378,94,2329,5,0.198,1,0,
408,2660.04,127,11306.26,7628.75,55.66,5,0.389,0.101,157,1928,0,0.717,0,0,
409,3282.09,56,38909.26,36461.36,28.85,1,0.797,0.995,92,1057,2,0.493,1,0,
410,4498.73,171,23913.51,21729.18,92.68,1,0.116,0.773,153,938,3,0.43,0,0,
411,5267.4,118,68441.61,62188.53,47.92,1,0.195,0.157,103,1986,5,0.624,0,0,
412,1212.31,83,28956.01,13405.87,69.73,4,0.336,0.373,7,1010,4,0.594,0,1,28.0
413,873.68,84,27506.32,16090.29,55.22,1,0.749,0.544,82,542,0,0.566,0,1,19.0
414,8284.5,59,54932.37,19820.83,29.67,0,0.566,0.334,123,2490,0,0.789,1,0,
415,3888.78,12,23184.46,19634.36,65.18,4,0.595,0.374,30,1549,7,0.693,1,0,
416,1637.97,157,37870.52,25942.25,48.44,2,0.404,0.091,44,1175,4,0.085,0,0,
417,10310.54,5,41796.24,20751.55,77.17,1,0.121,0.716,128,478,3,0.996,0,0,
418,3269.98,177,32958.65,26509.28,92.11,1,0.994,0.104,106,1209,0,0.561,0,0,
419,7657.48,115,18922.23,17165.4,35.25,4,0.776,0.553,31,2353,6,0.322,0,1,6.0
420,3146.4,43,23486.74,16329.86,50.89,1,0.964,0.596,102,2048,5,0.515,0,1,3.0
421,15500.05,66,34019.21,23154.56,40.27,4,0.697,0.021,23,1043,3,0.67,0,1,3.0
422,12140.14,134,14086.22,9340.81,71.09,1,0.15,0.618,71,1170,3,0.239,0,0,
423,2442.63,99,37901.06,35746.21,44.38,2,0.038,0.778,72,448,7,0.482,0,0,
424,6485.06,15,31836.14,24977.26,54.4,4,0.277,0.068,145,758,0,0.065,0,0,
425,4995.54,146,48345.49,37955.65,60.57,3,0.54,0.581,172,293,0,0.434,0,0,
426,8909.78,49,50250.41,24093.03,52.21,0,0.238,0.678,121,1312,7,0.888,0,0,
427,1377.55,175,20718.03,15860.52,52.65,4,0.03,0.172,36,1575,3,0.601,0,0,
428,5160.77,2,28009.84,23520.43,30.83,1,0.052,0.782,124,1576,1,0.764,0,0,
429,6951.69,133,22836.19,9541.07,33.18,4,0.126,0.525,174,92,7,0.178,0,0,
430,729.97,37,27911.5,23194.87,90.65,2,0.119,0.592,66,2362,2,0.926,0,1,29.0
431,1156.78,6,32016.86,29900.01,28.51,2,0.181,0.017,39,1365,0,0.938,0,0,
432,583.25,42,63567.36,45420.71,83.82,2,0.181,0.442,27,1226,7,0.015,1,0,
433,2403.0,51,26957.89,22983.39,73.59,2,0.352,0.131,57,761,7,0.788,0,1,20.0
434,5292.44,16,56573.83,40193.69,81.53,3,0.773,0.473,70,93,0,0.735,0,1,16.0
435,9915.81,73,41362.71,14523.4,97.99,0,0.56,0.295,68,943,1,0.098,0,0,
436,3163.0,67,72616.46,49932.38,29.09,3,0.609,0.405,114,1311,3,0.588,0,0,
437,10969.7,81,30433.64,27941.71,24.21,2,0.426,0.071,28,1991,6,0.176,1,0,
438,988.23,30,24179.82,17629.39,78.71,2,0.653,0.221,138,150,6,0.453,0,0,
439,763.03,27,39026.98,28356.92,32.81,3,0.209,0.693,99,1288,2,0.405,0,0,
440,2851.39,88,16259.29,13254.46,67.31,1,0.295,0.845,15,1430,5,0.357,1,0,
441,4053.16,170,39293.82,25320.48,56.73,5,0.195,0.751,10,1729,3,0.655,1,0,
442,2904.0,64,48188.51,41763.2,89.21,4,0.163,0.263,151,2125,6,0.884,0,0,
443,570.23,178,62895.13,35427.57,84.96,3,0.546,0.753,22,287,0,0.95,0,0,
444,2775.83,39,44491.02,28884.75,58.6,1,0.089,0.381,13,2282,0,0.136,0,1,22.0
445,1049.87,135,33811.52,30589.17,54.16,3,0.582,0.178,178,1113,1,0.69,1,0,
446,5093.59,73,95849.11,82793.34,53.56,2,0.416,0.086,150,893,0,0.44,1,0,
447,3996.92,144,36146.25,16169.52,66.68,2,0.182,0.77,152,866,3,0.385,0,0,
448,1405.43,56,21390.54,15490.06,61.13,6,0.795,0.511,34,1696,3,0.245,0,0,
449,1976.15,11,35695.62,30996.71,61.34,0,0.115,0.885,102,1713,0,0.454,0,0,
450,1277.46,137,18543.43,17524.05,82.57,4,0.08,0.337,137,842,6,0.146,1,0,
451,2835.17,1,19596.15,18582.22,65.41,6,0.971,0.86,16,875,4,0.131,0,1,4.0
452,6400.39,44,40979.36,24141.75,92.98,4,0.684,0.292,148,1991,5,0.486,0,1,8.0
453,1354.81,35,18714.66,15353.82,65.22,3,0.934,0.638,3,583,1,0.314,0,0,
454,4461.49,84,26680.32,25092.61,97.42,3,0.364,0.265,57,810,0,0.971,0,0,
455,1950.41,179,20245.84,16322.97,92.36,1,0.873,0.641,53,930,3,0.961,1,1,25.0
456,1580.82,8,38954.32,22432.8,51.26,3,0.832,0.323,25,1570,7,0.952,0,0,
457,2736.34,71,25440.16,17778.8,94.65,0,0.471,0.181,86,1576,0,0.205,1,0,
458,1302.19,37,47384.77,40461.85,54.59,1,0.113,0.853,176,2300,5,0.134,0,0,
459,1914.25,101,45509.15,38967.03,28.38,0,0.337,0.411,130,2276,6,0.434,0,1,14.0
460,1143.33,133,18917.12,14381.54,40.56,1,0.055,0.702,143,2142,4,0.954,0,0,
461,14353.95,21,57551.08,31368.58,37.88,2,0.024,0.217,67,952,3,0.081,1,0,
462,3066.25,5,33330.15,28410.83,48.38,1,0.816,0.501,22,2382,0,0.218,0,1,26.0
463,1703.12,23,19687.74,8983.82,79.89,1,0.087,0.983,79,504,0,0.924,0,0,
464,3537.53,71,43759.2,34524.58,92.27,3,0.496,0.878,59,1240,2,0.604,0,1,7.0
465,2724.77,65,87583.16,82895.54,53.34,2,0.587,0.896,135,1390,2,0.515,0,1,2.0
466,2497.95,153,32918.51,30898.06,54.44,2,0.162,0.631,78,702,7,0.63,0,0,
467,4872.36,147,15929.4,7896.4,29.03,2,0.249,0.253,139,1765,5,0.402,0,0,
468,5464.38,2,57607.83,49978.31,71.25,3,0.002,0.613,38,1757,4,0.781,0,0,
469,1950.03,140,79834.36,30602.72,48.01,2,0.715,0.67,131,1306,3,0.35,0,0,
470,1880.6,170,21160.35,14188.92,25.75,1,0.485,0.87,109,794,3,0.037,0,0,
471,2392.18,25,24395.28,10338.9,93.05,2,0.197,0.756,156,2081,7,0.824,1,0,
472,472.7,124,36965.09,29730.4,32.3,1,0.358,0.98,112,650,0,0.021,0,0,
473,887.0,176,13808.03,7280.72,40.66,1,0.153,0.251,69,2467,6,0.79,0,0,
474,8897.27,82,102830.99,38153.37,29.71,1,0.024,0.235,71,876,1,0.824,0,0,
475,11114.15,126,35404.77,22525.94,49.62,2,0.351,0.971,111,1063,5,0.159,1,0,
476,2442.48,159,37072.58,25700.25,87.23,1,0.686,0.278,24,845,4,0.442,0,0,
477,4727.94,61,43420.74,38805.58,55.98,0,0.62,0.367,90,2109,3,0.019,1,0,
478,3823.8,44,31915.63,27540.9,40.08,3,0.813,0.319,44,1017,2,0.595,0,0,
479,35000.05,9,28066.12,22676.79,85.98,5,0.228,0.51,61,583,1,0.596,1,0,
480,7300.22,149,22680.87,8495.09,64.93,1,0.085,0.946,69,1269,4,0.294,0,0,
481,2690.99,103,20148.58,13331.16,42.31,2,0.733,0.983,26,478,3,0.685,1,0,
482,1387.93,141,44500.12,36240.82,65.95,1,0.715,0.577,172,982,2,0.051,0,0,
483,824.55,141,71418.4,63632.64,58.74,2,0.519,0.922,12,336,1,0.184,0,0,
484,3507.89,52,58394.54,41369.08,79.8,2,0.813,0.578,81,1679,6,0.329,0,1,6.0
485,1627.69,28,31427.64,24944.45,55.57,1,0.244,0.189,84,1534,6,0.379,0,1,9.0
486,955.46,101,32981.73,18319.16,99.37,0,0.88,0.06,93,2259,7,0.936,0,1,21.0
487,1777.11,89,81563.92,44843.31,39.22,2,0.126,0.252,13,435,5,0.151,0,0,
488,1254.84,174,24358.76,16036.34,65.23,3,0.564,0.329,76,1563,6,0.992,0,0,
489,11495.53,176,15768.2,11268.54,44.36,6,0.616,0.775,145,709,5,0.456,0,0,
490,6034.88,109,41181.33,38438.61,77.4,1,0.223,0.335,81,157,3,0.101,1,0,
491,2962.01,104,55617.58,22593.3,91.06,1,0.963,0.681,92,198,5,0.465,0,1,17.0
492,9739.6,168,10467.08,9175.27,61.34,1,0.281,0.966,103,1150,1,0.116,1,0,
493,3171.29,54,44317.54,29490.61,27.36,2,0.337,0.339,129,1159,7,0.718,0,0,
494,1496.63,155,20657.43,7329.1,38.73,0,0.844,0.59,67,1811,5,0.408,1,0,
495,10081.92,79,17867.39,12519.99,32.36,3,0.581,0.241,131,1754,3,0.194,0,0,
496,4587.67,131,31426.66,23697.11,51.19,0,0.093,0.85,41,1279,4,0.997,1,1,13.0
497,1300.11,93,20385.62,11392.26,97.99,1,0.599,0.773,110,686,6,0.036,1,1,18.0
498,2559.91,95,14987.86,8599.39,90.31,1,0.612,0.445,87,1191,5,0.847,1,0,
499,1479.57,59,38335.24,30975.81,86.7,2,0.7,0.694,98,2128,2,0.979,0,0,
500,986.1,119,35519.65,21792.62,87.16,3,0.279,0.428,83,167,7,0.719,0,1,15.0
501,6253.78,120,15382.87,5877.11,45.65,1,0.152,0.999,71,2383,4,0.385,1,0,
502,13732.68,18,17971.04,6689.48,79.71,4,0.011,0.972,16,315,1,0.628,0,1,10.0
503,973.74,152,45820.84,17591.1,21.21,0,0.824,0.516,48,1690,5,0.965,1,0,
504,4676.83,61,47299.22,21846.52,49.21,4,0.185,0.783,67,1711,1,0.939,0,0,
505,1771.33,125,9671.41,8078.0,74.0,5,0.044,0.554,54,1520,0,0.93,0,0,
506,2018.88,118,19307.13,17298.73,37.57,0,0.087,0.749,175,1988,2,0.77,0,0,
507,1855.83,44,34845.61,19014.45,41.12,4,0.037,0.585,11,1064,6,0.367,0,1,24.0
508,1493.4,175,44871.99,36002.0,73.71,4,0.141,0.38,103,1620,2,0.774,0,0,
509,3098.95,112,44596.29,42149.26,64.13,0,0.233,0.84,177,1640,5,0.001,0,0,
510,1533.4,165,49093.6,42126.84,71.92,3,0.055,0.833,64,539,3,0.837,0,0,
511,3701.03,37,25331.55,18309.74,66.19,1,0.45,0.366,106,1254,0,0.455,0,0,
512,2863.53,73,39693.54,16144.79,95.97,0,0.303,0.495,86,2115,7,0.243,0,0,
513,2462.28,173,29824.03,25707.48,97.47,0,0.075,0.204,97,180,2,0.786,0,1,30.0
514,1442.23,158,27440.19,11222.67,41.32,2,0.167,0.545,17,1441,0,0.382,0,0,
515,1879.17,143,17055.43,8250.27,70.69,2,0.199,0.738,55,604,5,0.776,0,0,
516,5455.14,116,42136.73,27187.88,65.0,2,0.435,0.236,171,1747,4,0.551,1,0,
517,4450.33,125,15920.9,6543.98,24.16,2,0.943,0.131,162,516,3,0.534,0,0,
518,1363.7,155,20226.41,12350.66,30.84,2,0.815,0.748,29,590,6,0.462,0,0,
519,3227.51,47,51187.09,28375.27,50.72,4,0.255,0.781,32,601,1,0.516,0,1,10.0
520,5437.69,47,33424.24,16497.56,45.65,2,0.406,0.943,170,741,3,0.203,0,0,
521,784.05,159,61436.63,39052.67,44.37,2,0.798,0.766,95,679,2,0.962,0,0,
522,4604.03,15,30691.99,13847.31,34.88,1,0.347,0.329,165,1001,7,0.341,0,0,
523,1754.43,42,27508.55,10834.04,97.88,1,0.424,0.516,6,2160,5,0.293,0,0,
524,4705.46,119,64440.06,52324.11,90.12,0,0.154,0.947,103,123,2,0.217,0,1,16.0
525,1618.72,62,29729.33,17933.4,24.06,3,0.338,0.679,134,1552,7,0.797,0,0,
526,703.52,25,41798.87,18152.73,99.79,0,0.981,0.726,176,1294,1,0.185,0,1,23.0
527,810.76,12,33484.3,29404.58,22.16,1,0.299,0.587,174,120,5,0.588,0,0,
528,3097.86,9,38565.15,34367.08,27.22,1,0.531,0.149,175,2178,4,0.008,0,0,
529,3669.38,125,32509.83,14509.47,72.66,4,0.131,0.822,177,1721,6,0.105,0,0,
530,1445.99,90,56329.3,21117.73,33.14,6,0.512,0.217,26,335,3,0.015,0,0,
531,4968.5,37,37573.24,33585.57,32.38,1,0.425,0.329,110,362,3,0.145,0,0,
532,789.01,137,30757.92,22684.33,34.2,1,0.853,0.105,36,913,0,0.551,0,0,
533,2827.47,46,41234.07,36451.87,99.81,2,0.664,0.632,107,841,7,0.32,0,0,
534,1131.37,169,16747.69,6639.26,58.66,2,0.314,0.989,127,1006,3,0.904,0,0,
535,1769.64,95,60254.7,24356.56,63.6,4,0.31,0.987,118,1177,6,0.575,1,0,
536,3096.16,101,17098.43,14995.57,72.15,1,0.302,0.023,124,1116,6,0.007,0,1,1.0
537,1497.68,7,26059.23,20909.67,89.15,2,0.469,0.212,107,1754,1,0.32,1,1,27.0
538,2191.53,133,28961.93,18095.41,55.95,2,0.553,0.735,128,1594,4,0.84,0,0,
539,6667.73,180,41136.61,33541.24,46.83,2,0.293,0.967,27,207,5,0.435,0,0,
540,1878.98,125,81644.32,60825.75,20.02,1,0.112,0.614,121,150,6,0.365,0,0,
541,5817.08,165,60817.22,48952.7,28.68,3,0.239,0.158,4,1945,5,0.51,0,1,8.0
542,1207.41,60,17393.8,6230.12,63.49,1,0.94,0.215,87,1920,1,0.795,0,1,22.0
543,4554.37,36,23320.14,13749.34,96.6,0,0.134,0.752,111,259,2,0.621,0,1,28.0
544,9445.13,1,18038.27,16251.48,64.04,3,0.865,0.273,88,375,2,0.497,0,1,18.0
545,412.68,129,18958.97,14340.49,93.93,3,0.013,0.911,96,922,5,0.394,0,0,
546,1575.75,41,27036.68,10198.25,95.35,3,0.721,0.856,82,2032,0,0.338,0,1,2.0
547,4729.89,136,69903.32,66252.0,26.47,2,0.647,0.029,6,1500,3,0.338,0,0,
548,2534.02,41,32117.83,30382.18,82.17,0,0.882,0.699,145,1152,5,0.607,1,0,
549,4011.48,175,34271.75,21482.44,48.52,5,0.425,0.759,180,1385,7,0.469,0,0,
550,1838.7,123,40718.7,36044.47,94.91,1,0.591,0.326,164,1063,2,0.028,1,0,
551,3194.77,107,22702.64,13634.3,97.49,3,0.703,0.36,112,1591,3,0.929,1,0,
552,2631.89,90,35052.5,18141.08,29.03,1,0.517,0.691,122,271,0,0.374,0,0,
553,7587.26,164,41085.03,38448.95,22.02,1,0.658,0.221,37,1497,4,0.845,0,0,
554,3653.85,93,124189.2,101823.17,27.21,2,0.273,0.28,145,436,7,0.177,0,0,
555,3905.27,104,57639.51,37146.62,60.11,0,0.595,0.206,73,2251,7,0.019,0,0,
556,2144.15,109,82701.29,50935.25,33.38,3,0.66,0.817,102,849,5,0.526,0,0,
557,2018.11,4,36845.2,14748.13,20.05,0,0.431,0.677,98,2261,6,0.304,0,1,17.0
558,2108.97,170,47298.17,40183.08,95.21,4,0.455,0.618,14,2147,7,0.617,0,0,
559,4086.98,2,41389.33,20651.57,80.51,2,0.942,0.03,177,2440,0,0.337,0,1,22.0
560,2128.58,47,14849.08,6202.71,48.61,2,0.935,0.715,8,2347,3,0.37,0,0,
561,3758.67,148,10602.09,8216.21,94.8,5,0.117,0.366,31,1974,2,0.333,0,0,
